msno,city,bd,gender,registered_via,registration_init_time
92qJBk/vUIvb2b3sHvj+5mRoGQTVUs6jSE78PNM1feE=,7,0,,3,20130114
VoeYcJObK+lhqbCrxtaPo9gg0XL2nKUR7g7vzITgg04=,4,26,,4,20160703
RZ3y+ihHZf9Lsg0nYFVQ5+SzJ18i8uBVIOXyXKV9JhE=,5,36,female,7,20120605
bvAM3mj39abJ86SlMnkap38tHNRFyP/T3/I4rAwAmCQ=,1,0,,3,20140410
k/bI+e2vawQ1oyhWIvanmIzM5UVpGiWH+1OyOypE8vw=,1,0,,7,20140422
uilkeN2EJv9LApp/B+Wx05WeGjbwBqnagrU8K3hQiHQ=,1,0,,4,20161206
9CFoK4QcRrIs3TKeUWYcSThy8stMRqOgRHxLtWDCbmw=,1,0,,7,20161207
TNuYw5s/Ih+fpCQ83r+16twXjY57TDOjxw3wHPu0xm4=,1,0,,7,20160523
X2xiu8hbGImOZK4JF+vyMRmHzuBZYh6IQnZQVYoGmD8=,1,0,,9,20140127
dZJyLulaqV4rCzNVcFsyZd08vBKP5AfXBS1HzA4/ZV0=,1,0,,7,20130221
v1TybZ0DR85fduXAzVSCNNY9WfEO3wNFn/lq+ODdvQI=,1,0,,13,20161202
WUTaFFfZJ8Z5fcTmkpLzy/SqkxblS/a8msZFuWqurWs=,1,0,,7,20161228
5+v+DUhveS4klMMtUuxoVwuItlNn/KHgXgPdbdvv5i0=,5,21,female,3,20170117
/e6Q97Uyw2P3ZWDdH2lgMOeMtIFgacs2sSLwNIB+wwE=,5,39,female,9,20060319
lj5I8ndxVUzmyzM1DXifVYoQ7cIHwKP1eaYclcQp114=,1,0,,7,20160106
iZWLm8Gh7WQ5kqaKQVkeStHX69SREu79qGCPACwznnY=,1,0,,7,20110322
xt4EjWRyXBMgEgKBJy63klKN6wIIR31t1K771V2Glps=,13,33,male,9,20070520
17AM2TNnsVMoMjaXSfiCvJ/438fot0rzoIBTlXVtQGI=,4,30,female,3,20141101
cxvf/85NGsFZWGAhk2uf+VUKnwxEVFWuSw/j4gTvhXo=,12,17,male,3,20150802
KO8B1Xf4PsafeQqzSJSBXs7g3KZkgSTHJn2Mlu+dqy8=,21,22,male,3,20130313
HMy/C7sVBWevHwlTw1Q8GhzoQHzZ3HAUYQIuAi19kyc=,1,0,,7,20160407
5YQ1J9xRofF7ap64Y7oWi93BoYjTSY994EAdZdH7QvM=,1,0,,7,20130722
zhUmpbqi3QMMd2SwCWodR4vEoON2Ggcw2CsuHDxJK24=,13,14,female,3,20130730
jZxqkq0rUuYLLJyYCv2BChHjkIH50goyAxC+cnt4DaE=,21,29,male,9,20100920
qTKNxEobqaGSFR/rn89FJqqg+RDlW0qWyR+Ux1e7C5w=,1,0,,7,20160720
DUp1kR2MQRZiVzhPvzXUZEHE2L1iRzPYmgXiO/cT4Ng=,4,38,male,9,20091226
kZ+ORtLgi+/bj1wI53b9wpopnseKQFiH5grw6VijbEE=,1,0,,9,20160621
4JdLMMQFrdrky/+tlc9DIpseSdGC7giak1JH2icg/l8=,1,0,,7,20170128
sByHv7LhHaAi3AWrMRh6/XxHjNOFcZ0D2P7PRHARk/A=,1,0,,4,20160117
amAad8SGhxlqpdQbODHGavsBHP2XDnci81o9zrTFqm0=,15,26,,4,20160206
/xCM8PyI1LRnDb+xmjvf1ZaWgrn1AEZwX5qwAXuqe/w=,13,21,female,3,20141103
owYBARziat2z3hYg38ropVw9M2NyUAl6hLK/A067kqI=,15,23,male,9,20071212
OFPQaeSIbQM70+pTR25Q9Cq+hpDp9rJYHhTg7TwNIG8=,13,26,female,7,20131226
5ZwyyBnx3E4Thnvn0O2dcgtX3VB2sg0pkNO7/i0ceyY=,13,44,,3,20140723
yYhZMuVA+Oje7YIL+JSa3fON2wpznXb2YpqSmBdcB9k=,12,22,male,3,20130801
1+FZjWmF06IxSgjoj2vObzk5R4uKxSSChnZ+eA6mhjk=,22,24,male,9,20110924
g7veLvSgZ4vWjIlaFwpdzBaiHl6DGHvGC5qryUwYa7o=,6,23,female,9,20110114
Nj0CusjKPTo4NxLAZ83e701eDi0zA05qSOMfIRu2kLA=,1,0,,7,20151117
9DjHk7+UVJjPrG22xfnT0tUflghWXz7Vy7N3+huH3GI=,1,0,,7,20130107
4oE6XqIQyPcAn1N+EE4b1Chsbzmn8UM0DXZL7/E1jbo=,1,21,,9,20160730
49n4FyP0i2sGV/S/Sf1+AaeT6qSfI/tjeKVozILFs2E=,1,0,,7,20160505
LzPofoNClxb8uN6mxYC6Y552ZVe4KHCqVtSRfyLxLVs=,22,23,female,9,20160514
1LnPfRhxOArsg4SnewcINhRuL2xlNLs+9YZ8yLKuV0I=,1,0,,7,20160302
d+uFjnFoDaUmwAwLxuQvhk5k0LnNaJn9N99NyrIpQMc=,1,0,,7,20130503
I6fXAb89UexuHChfJNZPAicSWK2QurV0/S8rTX3CXqo=,1,0,,7,20131031
WjLthu3LTAJ9xEtn0E5tb1nnYI6OoDJZwIGNZS22lKg=,1,21,female,3,20150716
89nWhkjiGY8nt5nK5NYSqkByDf1Ai+VtIooV+xiR2zw=,1,0,,7,20150718
3nCFjgjnsJDyNWRaJek7W2+3MUrjfnnxZ4p0/TEPe6U=,21,22,male,9,20150802
y4qAbYxxoNV5QvQlhdMVJnhe7s3Xl1rIEGIcm2pmLLo=,5,22,female,3,20150803
fslyzCddrMWrc+z5AxVSTZzCxdYWWeaeTZUbECAMLC8=,1,0,,7,20111120
iZNvx7ohmlCQso/+TNaTqdLemJsrc4GkUxLx+1uto2U=,18,0,,3,20131003
F6Q/f+XV+UF2TtpmTMXourAxWObBig1lL7cJJt+WgwQ=,1,0,,7,20160120
Szh9NugExRf531CyrwcwaXliwSGz9AzLApM6F8hJ4Js=,18,40,female,3,20150826
5+oYwEJfETJGxd7pliWaEIFPwWzdYBhsRNsef5+TUSY=,5,29,male,3,20150906
UYcdKH13rJLDr+Y3R/8eecZ6cwKgdt2ci3gI7hb2BFI=,22,19,male,9,20161108
rW/ztRXvsqvt8kREQFgsugjvNnwdGxKhddSiO6cTBz4=,22,26,male,3,20161112
KCWNV9Jl7DEPdGEt8CFdJ4lkRMAC7UUZxDFKyHY/fDs=,5,23,female,3,20140218
el8Q6qy4tNEyspJImIbF3vTSyVv9Br3lx44+qhIaqJI=,1,0,,4,20160917
NDYmMvaruKPyiK5mphLdjRvDcs9LGE1T489G43PJc0U=,18,24,male,3,20160702
eML3t9IrUUQxMocl1G/JehhB7U3myzyRRzPFbOAguvM=,1,0,,7,20151206
nC/S1Ahj1H8na9BPOZhDXv1uPn/vtJ7+lJQ37HLwj9Y=,1,0,,7,20141215
BrbUcDJMuSTwTb4XUzcmxKIQ5AHyzfXW2x+9WgurPTE=,1,26,male,4,20160608
ip5YtRNKRFcw8sgXvrjYmXRPBVE1FRanK6JbdwkQBIE=,1,0,,7,20151226
w8eKCd1bZhZqtXhg6nlwS8+OQON0Wqxsjz/02gIh9Ek=,1,0,,7,20151219
s+T8pfe/Hj4YV1yPYPOi9+COpS3ePsFxpGM2WmJZ70E=,1,0,,7,20160225
+wHWGlER91Iw2MH9I06lQVXS/3aIEUIJPHXlo5HNxD8=,5,30,male,3,20151221
UwrQpls5/fz2NnUyP+ZxD2Bk2EiD2lHPkHZQmR/fP5w=,21,22,female,9,20150420
pnA6+JrFkyhOrdKI30ir9VxKbubPSIdsR9yVGX56L/Q=,1,0,,7,20161021
O382r2EwBxJIOVxsPZYh5t1Rbl/C8C06B0gVAwCQ6rU=,1,0,,9,20150619
UJbCXtDgcHNh027LK/LLw9NftNWV3WF4zmzDKeN1hkQ=,1,0,,3,20140410
Ql+ZdJSbnzis3f0dFpoJ9mbZVob5/jVIdvEExgjXMwA=,1,0,,7,20130205
zPoV3FJAOCCpQBT58D9yXSevaFBtdJVduCk2kGZHZiI=,1,0,,7,20110301
AP7TW1WoddkmF2k/BA6FTjP9tu/E4KqBZAwrl2gtUf0=,15,39,female,9,20070118
l5vruZdaPjnX0cl1czXGWAzocwYRfCmgbC1m+yV7x/M=,17,15,male,4,20151111
zqwWwbiteNT7VyYuTojukDP5Z7KZw6RW4pMAG8lG8bc=,4,26,female,9,20151116
aJGfojUDC76OGLLNXc4/2AmnPpG0huuJDTNFOumPMls=,1,0,,7,20160814
juq5oVDs6Wq7qYVOKykJSezgPD3ngwI4i+EyPV6nBHU=,1,0,,9,20160612
904sRTXvMLkbmlXPqof0g2OxAe15qJLoPr8RJ/tZS3w=,5,28,female,9,20160401
KzM0F98seYHxA7K2i2oQfaKjHtJh4S3uM/fPRnVz9mk=,1,0,,4,20160404
itvtQdqPJOFtc3SAbJrhMYcTi3Qo6DVsrV7J+uFQkeY=,5,47,male,3,20130304
vH8FB64fXJFaJThE1f/gB3aUNLG6pb/dn7hhLV0rdeo=,8,21,male,7,20151208
LHsu+f9KNjc9DA7rn92YpFX6h5JYUmyV92ac/O0PRx4=,11,31,female,9,20050729
MQRjRtjqYwhwb6rS4/4ytic9aYU1VJUwOjG7CDhLJwc=,9,18,female,4,20160101
yyJcg6AHuMB2yGdiAsAuKh8WrBPMobK+G0B/bT/YGkY=,22,0,,4,20160318
m2Rlyq3xbIf5sGbM3+XZq/JSSVMdc+xqwST/Fl7MgmY=,1,0,,7,20160526
o3K/DFrBHqhKSi0ccZSDiFBreMOq6v1Y+R0NgBTsuLw=,1,0,,4,20160208
03A6RQOOIdsahqVlOiO+x9KeDc9BkncQ1OSq6axfwUY=,1,49,female,4,20160209
8frGAdxhjI06y5Mu2AJNjfdrA6GvQFD6UBBONx19rE8=,1,0,,7,20151023
wh2NeYJA+k4R+TbcNAKR/DHK1EYkDfFKgKxixoSxNIw=,13,20,male,4,20151029
6rN2+9ap9l/kWqcybYYkXolnQ8UBxQM5EzLWulWXdUM=,13,22,female,3,20130119
3zHR5JU2CHi4UVjFSbz8sa+e5Y0kqcrgOqlF4SQwpZA=,1,0,,7,20160502
gb8sXWsincH3v4e6Cp5jffY7sk3SQ1Yd1dTE/uW93H8=,1,0,,7,20130825
MZABhhUkvG3o8/iFMnRbGTwy8eeTJKlKWaa6ORrpfyc=,22,33,male,3,20150806
FuqsBWhkaImx3agc4bAK7iqHDIKDC2ISLbD5b4x9P2w=,1,0,,7,20160617
NiGr3Jxa5uhRBstlA/RFozwVG9CO3NBODEViEhSpa7o=,11,30,male,9,20160416
8t4HJurmixQJ07BNlUbCCXRXUYkmoBeJKxM03Zgoc7U=,13,24,female,9,20160415
6Tq8curt7CHPNeailR3yUgxR3QVoa05XQIgZVHEubbI=,6,22,male,3,20120911
uCn/V1OWYeL/2Ww5HrqEU+2VvLV290GqRf8lrzLnhu4=,1,0,,7,20151113
/9jaCUexc2DX449s6hnsRod2osd6g5EkHFJ5jWWqgJc=,5,31,female,9,20091004
YkLy84K9nQ8U68Hb/EiwyDC+DTgV5tkNYpFhhBlVMJc=,1,0,,7,20160615
o8F7MD026PwS1o6b+fHqdywln+Bt5JOahMaZgB3jggU=,1,0,,9,20140604
him8OgufJ3GGJ50+HyVIjsb2qpWd01rq2BkWS4raeaA=,1,19,,9,20170222
Z47f4ZNx6hMzxMuMgR25p9+NLIakykp3lXwyzNsya3Y=,1,0,,7,20140223
xUM4RbTHSw+1kYsRBy15Clr70mBHp5Qfd+J65Tn846U=,15,38,female,3,20140225
4cWNArwjBZtazxC5y0BSb0hA95rxuL0RaLV4VDNZycg=,4,29,female,9,20141110
8UuteRhNfZcOF+H7QchrYgD0nRixvk3LcXKbVILanTI=,4,25,female,9,20141117
ZoG8yWcNmfxEZP7wUPjVJSC90cm7sfrNvtSZJvcr0Q8=,9,20,male,3,20131029
dTQURA848/3wI2vxYk9D79JiA+Z98NMLuY1rSjOrq+A=,1,0,,13,20170128
4GQ2Cwx1aRklB59COrG79FbyATBgbBo1/kZK5spU3Zc=,9,43,female,4,20161118
ryCczJ3seLmwGcIuGXcLoGNph109m62v8E1dhUa0G5k=,1,0,,7,20160229
fuT2aTmUek8thouH/9uK3k7MgclLhYffgNFvj4C6I1w=,1,0,,3,20130321
/N590u/Gp3EDd9vLdH20xJbzsFL3vpiI3kwtejZMap0=,13,39,male,9,20110518
JAtdZ1Mdbqy1VPy7mBRBUCUj6poz66LOLGPf1ejVc+Y=,5,30,female,7,20110605
lzvc4Cr7QPB9vs+22IICE4hSiWtgR6IzlreHu/QYOLs=,1,0,,7,20170128
tUM0yxAj50Vc35vQZ++xMlomdyeLJUW9lEcoPnt3H+g=,12,24,male,4,20170201
i6Hk/Nv85GkHVhqSpJ+yu6AoxzCWv0v4gA2n6V4JNLg=,1,42,female,9,20111013
S/A6p+3q+SW9bRzqbyHG5vLMSo5Db5DhsnhHv8qegV0=,1,0,,7,20140530
3sWYwFi88UGwTtk/7SCZS665DoHVOfDLSOjxeT2qu8o=,14,26,male,9,20050926
XEzWgxXuokISwfDONC5rTbVkoxHeUqd0BvYsybPyj/g=,1,0,,7,20160817
EosowIX0zcn4EYCn6KqGqzYc5Fl0J1M/QY3h5/0p5vI=,1,0,,9,20161110
FuzPCuu7X13JBg2Bkh3oIz1W9Wwp7hsA8tNYjq51zh0=,1,0,,7,20121006
VQ/Fz6Av4XTMcduqmvpba9TfAD9eRT6SHgcAB9hxUcQ=,12,41,female,9,20060202
ZQxPbRlB/m+ab5I6LjznkTjOZ8iciNG1uKVSJ/m+rZM=,22,35,female,9,20060301
+R1b2bwkM+NbEuJFhO6Txtdsy++QEacTfr5lKhaK8NE=,13,0,,9,20110108
cK/XlzYd+YBOFqu19bFqZAl7shfDGThlx6bNDEdAFmQ=,15,27,male,7,20130706
C7bedlh42vrzcVpQFehC9b4eKSb0AtOQvMIUN0a+n68=,14,17,male,3,20130729
QdXjAwknCXfQuoQ8ZdjP4pPDQ2QPM80nRaf7x4+vpdI=,5,18,male,9,20080329
VCah67OhgqJjK1UBeqmsgMxrA9vYBCqd1glS10YjG78=,15,0,female,9,20041020
m8NBnNhx1j6ZxmO2LgpQtGQhcew1lGSBA5D275TmxhM=,1,0,,7,20150914
JDE+EryuBdLI9iOd1VLNZuBeoX/XduofECvZ3RIqtbY=,5,32,female,9,20150927
Cgn789b2h1Pkqt9pusQlmrCH0hIYFSTPSciAHF0+sAU=,14,0,,9,20120609
28p0bV+WZTX+IOLO7o35qkjl3Kz9dW4M/T2EOOjWC4Y=,1,0,,7,20151220
PLRycSUSdzYEilqO2eVzrqNf2lcet9Gb5arw3WERxMU=,13,20,female,3,20141118
i3JNIXdZBfqjHr5gpsO7G9bLMkDiN2DBwm5Q5Jbchrc=,5,32,female,3,20141121
F3gEgTUrIMkGK+/T3O+sR26xjHKxL72EBdLJQS8DeBM=,1,0,,4,20161206
dedUBoaNOMjiGyX6c48mqv+nanDmT3Bbf8o6VPzh+4M=,15,41,female,9,20090801
ye3kz5LkXaOLPLqURAaYTEAnMgrJnoPs8A004eyp8CA=,5,38,female,9,20131008
prGSlw3iMEGaM3VAWffo3eA09KJnzM4a1lJ5F8gXMj0=,1,0,,7,20130808
VxwZ7hOzQUYID72MqqNGdxZIgp3+I0GAAMxhfUEv0/k=,5,36,male,7,20120214
kPZDbpUgU2PCNVgXQ+uwjx6naNstrfCL4c9c8/1J84M=,4,0,,3,20131117
FC8ty8HfEPtseROD3huTMBz+LMOAwJ1/kchrx1KODOE=,1,0,,7,20161217
dIswWBo95VfJvnoYDph5QweWNAEA1eMA3Lo8aSHF8fc=,1,24,female,3,20170105
hjbMa1YcQH+QdhRb5usCAZqgBXq0hhhX9f0amQERsE4=,13,44,male,3,20131007
F2hFuff0BIv5zIR64oPEv0Q5MlvxSQzGqnXeVT/GrSQ=,15,30,male,9,20121104
ous8zrMg1GmtjU8NA+nnTc4floGnCLdgNm0PxR5o82g=,1,19,female,4,20160408
QJ9UoowOnm+H2w/itjJZqkos/ZIo5MAQuFfp4EQw2ZA=,15,19,male,3,20151002
R6AalUwOElEeOIYfM9Ww3PtVLyyNGBbWIMllWvdHCXA=,1,0,,9,20150830
r1310U6rrJ/vN9e0vWdp5L+e94e8GmOjgKwAMo3Ldkk=,5,27,male,7,20140108
v7PZzcmgVNVIqVfY1hfBv8bJolV0mMlqjDv3U9gwoY8=,1,0,,7,20140112
VhBxWtkToTfbTmgdhQpY25Wb2VrsK8nhFcAKkIu+Vl0=,5,34,female,9,20070610
Hm8x8YSZSR5mYzZz5t6mYC99YuvKGZekEuwzlLO18mw=,12,23,female,3,20141109
ffhaqt13moeLMcJXdXv9wxIsncf6iMm9SzSE/JOewac=,13,24,female,4,20160615
PFIeFtXAcwitXtqSyubS4rvrWlo5fq4WqalnpZ1Hdbc=,10,0,,9,20150814
PGysA7gO/og7Cn3RTmHTJPGJV9P2hZCpNnrcGPEigPA=,13,21,male,9,20150816
zs/D4eDLook3mX26wqyjLJw0v+SW0wEso2TPayIAJmM=,1,0,,7,20150817
ak6J6O0Ys1rpiCsWLS9VVcKyt1FG4WqtE6B/XrLIxNA=,5,0,,9,20151110
493SvzmDJ9qXwTxPVG+A3ycrVn6b7b7PqrKn2GjdrZE=,4,36,male,4,20160516
7Wxq7xL+MH8Vt6/DsopLCmRHu3KgnTNxOPBL7dGhmTU=,1,0,,7,20160526
QWAzn4B9AC4Lb3L9Z1H0jmH68Pkm4xTNHaKph75wR/U=,1,0,,7,20160503
t2QG425As2Bl/0ooUU1EiHTsLHUma43CSJP1EpfJ0P8=,1,0,,7,20160508
+QNe/FPJvqKKZH35gH8e0Ezm25dERh4kw73Y1XLhePY=,1,0,,7,20121228
tfEL/Vd+KwenN7Kgldir6yg2fStjmmQ+g8acMhkE8s0=,1,0,,7,20151113
VjwL+FHgDPmqaY1iN287XTjgLiJOyrl4D0bso2z+Yss=,15,40,male,9,20100926
pSEaFqWsumv1WpFYNQpe1ybTsaMbyseWGPW0MS+Je0w=,1,0,,9,20160608
Qghn5jHsB5nGh7yW7dLaRD+KiX4pUsJ4HaFzjE5UNao=,5,0,,9,20150609
/xNNCA2YIuEZl6z7o7TgFGjx+P0daogTa7Go9IcnaW4=,13,46,female,9,20111021
y2kapuZsfvxfbs5mKio/H+O5GediUenxomik+P2vs0M=,1,0,,7,20160105
aAxVFBNVpW+/sTIrPzr2HNiA4+Q92JB9DmOWbke8SJI=,1,0,,7,20160106
T3iAhB76SI9JbvKZSXIYljUv6AcPWtWu6Ova6IoVh1s=,1,0,,7,20140225
i4NMFV84Ime440MOcXCC+UOpXvESoiI+sgRk6LpI8bc=,6,20,male,9,20131005
LPA/EJtSZbgwcXFlXd4ksrupdlHXSmacFJHps/mpFCY=,5,19,male,4,20151129
TSFDWHzicdVPFb1/um5HgZyfbnDyZXg0tjP/3yTkH1k=,1,0,,7,20151201
6CrRbniUw6xnacDZG5SR8vZEiWLpewE0f4Z0/dCZE6w=,15,30,female,9,20140228
xnMhajTW9fQzn0kncnjcGUN10EdLo3CqJ25O8ld3h2c=,1,0,,4,20160920
k7sC3tAqRPRH7HQLWUI3HGEwTSQOyiOK0Qfll3HMnMo=,6,27,female,3,20130824
Bzok+DLlI4iZ7TC1+vpotKAxLBCLLrdGxA4Bxswvd60=,13,36,female,3,20130926
qJ3NvWbCGUCYWpXDD1/W2iWk8aS4eC6QM2ZCkWkNp2k=,1,0,,3,20140202
4Wur6FcAL5zn100/n/SReNUKvPLQZy2DJS8DBhv1Gr4=,1,0,,9,20140224
QlGiPCoFMP9KJh5geVwUBf++6PluPg0gnt0h1lNva3A=,5,21,male,4,20161005
FJ8q7DJy4vJp+obVLQV+lXYohvYxPtXeBnz6BbEOKg4=,1,0,,4,20151020
pES6Ac6nBIrDHlCODJ6Mgcl0htxvtoKwQENqIoUWjT4=,5,33,female,9,20070824
ijQHrcZog7wCRQ23/75aosbxf8SREREpgYyXL3lrUjI=,5,28,male,3,20120712
AbVybDkPNWPgVxU3Q+mP7cO2cSjHzbtafCGa+mYy4qE=,22,29,female,3,20120825
tm3XlexoawC0JzZpdEkhynRSApFOtwOV+X3uMP8GBQc=,13,33,female,7,20140327
OL/WjqGE7u0KtVUlz1UEu0tvYf8IGXYhMfF0jbHXIus=,15,0,,9,20111126
JuQWdxfuV9ug0gHugWO5MwbkRdSwO57DRn7SaG78Sw8=,6,34,,9,20120110
+TWiEdCNghaEejEFxcj5TWEVJbWUdUCR8T59+80mIUs=,1,0,,7,20150710
YDDyAvzS8RIMjKyHwTUxxTEsPQd14fp09QKb8GkvsaY=,1,0,,7,20161102
FtgAsyLEOqEdiPt71IvMuEo0f0WuEAlEgFbPQdigvDs=,1,0,,7,20151110
hJMdp7aTPrgAgLZd6spoFaa1ngEjDImCdlDrJ3TUrCA=,5,18,male,7,20151121
sutnDRq80KjUQMRUqUPc/+kqZm/cdHaktq5581bvVm8=,1,0,,3,20121126
doQZCaQH9M0HbEbu57OUVZMwTT84RBSMb3acBvJEPSM=,1,15,female,3,20150806
WrkNmKB1Xr0Io5gw2nFFCxDiC5brqFtBzpWNuorACdo=,4,0,,9,20130929
pu5theG9gsH+mOmlecoxEJV1OFOokfTVlTcxXX/tmxE=,1,0,,7,20160220
Gkmgq2QtfCfkPIBSfLtf/0ykchoazt2VphPzCcIT7UE=,1,0,,7,20151111
z4MEERsHs6e2SGTFYwDntFJ/3EA/brvW6Zse41104wo=,1,0,,7,20151111
owWQAcXX9uHo9vu8OCgXd3fjJM/VSSSJ/W4jQYngf34=,5,0,,4,20151222
qRmHcZSDNigpK1cfhkRsnBUTBbJw7lWGWEWU/l3r2Rw=,13,20,male,3,20150418
Iw4W13em54IVW0vEFIk3z7ymUp+thpvjef4wpuAx8lU=,1,0,,7,20160506
D1wltS1IfAi5zxipMTrQfu8KTNdGrtREY/eDrq6G1HE=,12,0,,4,20160114
UpwknCXBRACISEMKVjWHeYxlqftNQavb5pIL+T6KNHY=,1,0,,3,20130317
MphhrwDmTyOYEceNvCzHnjY7hK4kd1wAHNYffyr28oo=,1,0,,7,20130620
KF6NZRJQIuK0TQjT8jZhD7Cse0QMzn0lgPpkQ5MdHLQ=,1,0,,7,20160220
jdV1Tn3+QlOQl3ZbTeOwQQqXcRr3CgcMZrbx8zF5nG0=,4,32,male,3,20121211
5SCDsuq344bn/MOcjvuzqEJc9QXnpzzzFNoTjNhW9VI=,1,0,,9,20161005
K3cIVSIR+GE4SP1YC7THSmzPQ/7g9RFkWlTZUi4hw9U=,5,34,female,9,20070213
Cy5Fp/aq9CXI60d2rcNnTOc7n+66LxgebbXDXDXQkSE=,5,52,,9,20151018
aaNuI9+vJW4q77q/82BblRZKyhNp4xhwLCK8iiLeVFo=,13,24,male,7,20140205
fSxP1uBpXRdQ+Ph2c9EAd3BTopyUv4GEXTUddCT2cSg=,1,0,,3,20130219
1GczYmSBXIT0ioOOMD8NwrzQ3elGGKE+mO9sggxcFUE=,12,46,,9,20091106
sN3yAxObF3bOVq2xWIOiIujDd3o7LitnnQz0pt+7a5M=,1,0,,7,20150920
7J94IYzFJmX8OOG0wg6afQFDFEiK54i782ePAi9VXF8=,6,27,female,7,20151006
4qVDg3RuXliLvpHYAiDdj3b+WuUmJ9y0YbeT7Ie2DBI=,9,22,female,3,20130622
WC5Wxobi1pj6A1b4cTNKk3/W8si3B3Qx+T1jbPoeoAw=,15,21,male,3,20161111
ctKzAvDWKIxlt+kZB4rQ8l7NRf4xmZKO5BWHiGqzlkE=,5,34,female,9,20091003
QhRq6dc6QD5OtYQwau/4vLUgKMYyf8yU2bZu0DkoBiM=,13,22,female,9,20100201
D/V8IufmTS8XamKcrOo70MqZjACzB7liBlbWOU142BM=,1,0,,7,20161004
xBDzGmbh0vuG2QFGacj/9FZ2e19NPkUMlnfOW6nevBM=,22,21,female,3,20150806
cXKRpvLhKo9TF4zgoyDywZhtP9Lh4rL+K2jatAa1s2c=,13,23,male,3,20150727
1TyuM2kfudrWozGCbsf3ElksMqx+D1UC3H0HzWrS3aw=,1,0,,7,20160704
a3rtrIBWb8BYhE8RtALkvJDmme8rEZ90fmaPCSvGeWU=,1,0,,4,20160424
X7qyyUTxVxbunHRQtJrVO94PofaCTi4cPj1IiTn0AMw=,1,0,,7,20160215
WZduPwFjt47Wse0h0iA9A7sEniJF0RKHDhmnbvI6+WQ=,18,29,male,9,20130213
Ki4euc3SVe+GpxHf50oItLAG30OvogYfe1EI22AzDlM=,1,0,,3,20131217
3/RdCzkEoClpwmSlmGyMEzHvVmxifu4Y0LPbCEgbs0Q=,1,0,,7,20111222
cLmzI8z7f0E98DD23w/wrALilnNNeDiC79SASu13NdQ=,1,0,,9,20160428
teWEUnpErXf7gFEBE4oqkIrbht+kr/+kZMTTI6OHX6U=,6,19,female,9,20160504
ejRCkQv92X8uYWRVb2myt9Ro57ihlpCaMJA0OqGAll8=,22,35,male,7,20111225
VOEyemmaxoV2AyRabepMHW272CD6Blf+p6GygqOBZB0=,1,0,,7,20151130
1EqjW3r18BSG1ZjeCaJUN/O+wk3XUDLU5PxUe8C4ps0=,1,0,,9,20150611
/cGBzp8INLvPJt5JwZVgMNCol3Ng76Ni6lHQOKpF86g=,7,19,male,7,20160217
Bcn4imI7nbbMbgJqkpli5/BpFJH+qvr9pQBQxbc0H7E=,1,0,,7,20160224
jeO6H7Bc5fkgog2A8SzTq60PQv2k4YA1/YqN/DzHrTo=,1,0,,7,20160204
2Hpqgq588ar62zNDWZptVlzkqj/O+VQWOtC3xuMgzgU=,5,68,male,7,20160121
dpPRKinPKIUX4YHkjrRW9Znb6i+Hk1GAV5HeLgpEQSg=,5,27,male,9,20130321
+tS1JwirS+lalyY/inlvpan0QLLHbq6eApU8EyHJPzI=,1,0,,7,20150928
yGDqS1md/yjqC2Q5xojZzWCMVhNdY6idfkE4XS7Sri4=,12,26,female,9,20110325
7EXuWQFywncRQdFjPBqv+393icvDkFttHb+zYReZZHM=,13,39,female,9,20140219
SO9KrCqV5WVOx+l+z8ULx8vXs4dhWz7fzMopcwbBJi4=,13,27,,7,20130727
ooiDxtsOBpYm9SCI1bEylEwKclmgZPHsfrkVlekC+go=,1,0,,7,20110508
YlCbmPDP02x3AtLaraKGhSXdo9fwYQhPBheItzTzUc8=,22,25,female,4,20161214
l/DJNpBJpP+FhpPdzhXyGOQ1fe+29PJ3goQpUckJFyY=,1,0,,7,20110126
Mo2kEs5/3dx9lnacIZ3LpxtKSE0kRKmvcgFz/ynUqPs=,5,27,female,9,20160327
vB0kQNRMvWGtZFdQEiWxG402mLRIoqARdXBkx6H4U7g=,18,23,male,4,20160328
sgGrHj/9zLhMgWs3ZvDwOxXs/RpBxImsMKUHybDl0g4=,1,0,,7,20150717
RcCuR5Jy57KWGZC1ZB6jWoy2dJscJGG1Z2aDCst4A7k=,1,0,,7,20160717
RKwz93MM4lAlYMHHqWLt7sqCg0vppPg0gfXpMcvgJdE=,1,0,,7,20130513
4ValqJG19dXmPT12i6J0HhnemSpgwdDbpnPIBQSqIqE=,1,0,,3,20130702
WyjBKaltkv9iLDlpiiOQbfwVcBVg2d97eiP2ZoFCv1c=,22,27,female,9,20130519
mjxB9Vx1FtGNFDr6lhPE7TkXSy5ivTgmbAOZFkyBhS4=,15,49,female,9,20041013
d5PKLYcOvfZO64qv40xaph5/gZK5Uuumve5nhTW0XxI=,1,0,,7,20131106
fjEA3irTCT9YmHtxp0SV3hs3C7OCdK43GuSEBILd+vw=,1,0,,4,20160706
9+DJU/QdwKyua8vPJ1JqPv7y/PwzyLw4/a+orMkiaLU=,5,23,female,7,20150926
DgmlzvSxcM7pJHEcLql9BxBOuBGsSFRBFpvdYRGXmUA=,1,0,,7,20160522
m6LurMHrSCmwiAhUUA0n6x/VJGAAlAT3qMKGJ3oP3f8=,1,0,,7,20160213
JYBVPNTZKoAOtLttJEp7R8hleVtNAOoncvsCyEnt+JE=,13,32,female,3,20140130
